name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
HD 77338 b,150,15.9 Earths,8.63,2012
HD 7924 b,55,6.3566 Earths,7.17896,2008
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7449 b,126,0.508 Jupiters,7.5,2011
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 75784 b,279,1 Jupiter,7.84,2014
HD 75784 c,279,5.64 Jupiters,7.84,2018
HD 75898 b,255,2.71 Jupiters,8.03,2007
HD 76700 b,199,0.21 Jupiters,8.16,2002
HD 76920 b,600,3.93 Jupiters,7.83,2017
HD 77338 b,150,15.9 Earths,8.63,2012
HD 7924 b,55,6.3566 Earths,7.17896,2008
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 85512 b,37,3.6 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.12,2002
HD 86081 b,339,1.48 Jupiters,8.73,2006
HD 86226 b,149,0.45 Jupiters,7.93,2009
HD 86226 c,149,7.25 Earths,7.93,2020
HD 86264 b,221,7 Jupiters,7.41,2009
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 85512 b,37,3.6 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.12,2002
HD 86081 b,339,1.48 Jupiters,8.73,2006
HD 86226 b,149,0.45 Jupiters,7.93,2009
HD 86226 c,149,7.25 Earths,7.93,2020
HD 86264 b,221,7 Jupiters,7.41,2009
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 85512 b,37,3.6 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.12,2002
HD 86081 b,339,1.48 Jupiters,8.73,2006
HD 86226 b,149,0.45 Jupiters,7.93,2009
HD 86226 c,149,7.25 Earths,7.93,2020
HD 86264 b,221,7 Jupiters,7.41,2009
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 85512 b,37,3.6 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.12,2002
HD 86081 b,339,1.48 Jupiters,8.73,2006
HD 86226 b,149,0.45 Jupiters,7.93,2009
HD 86226 c,149,7.25 Earths,7.93,2020
HD 86264 b,221,7 Jupiters,7.41,2009
HD 8673 b,124,14.2 Jupiters,6.331,2009
HD 86950 b,684,3.6 Jupiters,7.47,2016
HD 87646 b,240,12.4 Jupiters,8.07,2016
HD 87883 b,60,1.54 Jupiters,7.56,2009
HD 88133 b,240,1.02 Jupiters,8.01852,2004
HD 89307 b,104,2.11 Jupiters,7.02569,2009
HD 89345 b,432,34.9613 Earths,9.38,2018
HD 89744 b,126,8.35 Jupiters,5.73469,1999
HD 90156 b,72,17.98 Earths,6.92,2009
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31637,2000
HD 92788 c,113,3.67 Jupiters,7.31637,2019
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 93083 b,93,0.37 Jupiters,8.3,2005
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 95735 c,19,18.05265 Earths,7.49,2021
HD 95872 b,236,3.74 Jupiters,9.955,2015
HD 96063 b,457,1.27 Jupiters,8.21,2011
HD 96127 b,1917,20.96 Jupiters,7.40521,2011
HD 96167 b,278,0.717 Jupiters,8.09,2009
HD 96992 b,1292,1.14 Jupiters,8.57,2021
HD 97048 b,600,2.5 Jupiters,8.44,2019
HD 97658 b,70,8.88263 Earths,7.76,2010
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HIP 109600 b,216,2.68 Jupiters,9.18,2016
HIP 114933 b,332,1.94 Jupiters,7.25,2021
HIP 116454 b,204,12.7132 Earths,10.19,2014
HIP 12961 b,76,0.36 Jupiters,10.25,2010
HIP 14810 b,165,3.9 Jupiters,8.520001,2005
HIP 14810 c,165,1.31 Jupiters,8.520001,2006
HIP 14810 d,165,0.59 Jupiters,8.520001,2009
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 48714 b,34,22.9 Earths,8.99,2020
HIP 5158 b,168,1.42 Jupiters,10.16,2009
HIP 5158 c,168,15.04 Jupiters,10.16,2011
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 67851 c,209,6.3 Jupiters,6.17,2015
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 71135 b,105,18.8 Earths,10.53,2019
HIP 74890 b,257,2.4 Jupiters,7.05,2016
HIP 75092 b,266,1.79 Jupiters,7.11,2021
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 67851 c,209,6.3 Jupiters,6.17,2015
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 71135 b,105,18.8 Earths,10.53,2019
HIP 74890 b,257,2.4 Jupiters,7.05,2016
HIP 75092 b,266,1.79 Jupiters,7.11,2021
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,12.6 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,4.5 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,12.6 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,4.5 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,12.6 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,4.5 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-11 b,1074,0.14 Jupiters,13.409,2015
K2-120 b,944,4.7 Earths,14.092,2017
K2-121 b,553,0.138 Jupiters,13.229,2017
K2-122 b,235,1.92 Earths,13.105,2017
K2-123 b,527,8.05 Earths,14.781,2017
K2-124 b,458,8.75 Earths,16.692,2017
K2-125 b,405,5.39 Earths,16.4,2017
K2-126 b,336,4.54 Earths,12.759,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-11 b,1074,0.14 Jupiters,13.409,2015
K2-120 b,944,4.7 Earths,14.092,2017
K2-121 b,553,0.138 Jupiters,13.229,2017
K2-122 b,235,1.92 Earths,13.105,2017
K2-123 b,527,8.05 Earths,14.781,2017
K2-124 b,458,8.75 Earths,16.692,2017
K2-125 b,405,5.39 Earths,16.4,2017
K2-126 b,336,4.54 Earths,12.759,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-11 b,1074,0.14 Jupiters,13.409,2015
K2-120 b,944,4.7 Earths,14.092,2017
K2-121 b,553,0.138 Jupiters,13.229,2017
K2-122 b,235,1.92 Earths,13.105,2017
K2-123 b,527,8.05 Earths,14.781,2017
K2-124 b,458,8.75 Earths,16.692,2017
K2-125 b,405,5.39 Earths,16.4,2017
K2-126 b,336,4.54 Earths,12.759,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-11 b,1074,0.14 Jupiters,13.409,2015
K2-120 b,944,4.7 Earths,14.092,2017
K2-121 b,553,0.138 Jupiters,13.229,2017
K2-122 b,235,1.92 Earths,13.105,2017
K2-123 b,527,8.05 Earths,14.781,2017
K2-124 b,458,8.75 Earths,16.692,2017
K2-125 b,405,5.39 Earths,16.4,2017
K2-126 b,336,4.54 Earths,12.759,2017
K2-127 b,2316,0.167 Jupiters,15.041,2017
K2-128 b,374,2.6 Earths,12.58,2017
K2-129 b,91,1.12 Earths,13.639,2017
K2-12 b,1065,6.04 Earths,12.38,2015
K2-130 b,385,2.1 Earths,12.676,2017
K2-131 b,497,6.3 Earths,12.129,2017
K2-132 b,1989,0.49 Jupiters,12.071,2017
K2-133 b,245,2.36 Earths,14.073,2017
K2-133 c,245,3.2 Earths,14.073,2017
K2-133 d,245,4.67 Earths,14.073,2017
K2-127 b,2316,0.167 Jupiters,15.041,2017
K2-128 b,374,2.6 Earths,12.58,2017
K2-129 b,91,1.12 Earths,13.639,2017
K2-12 b,1065,6.04 Earths,12.38,2015
K2-130 b,385,2.1 Earths,12.676,2017
K2-131 b,497,6.3 Earths,12.129,2017
K2-132 b,1989,0.49 Jupiters,12.071,2017
K2-133 b,245,2.36 Earths,14.073,2017
K2-133 c,245,3.2 Earths,14.073,2017
K2-133 d,245,4.67 Earths,14.073,2017
K2-127 b,2316,0.167 Jupiters,15.041,2017
K2-128 b,374,2.6 Earths,12.58,2017
K2-129 b,91,1.12 Earths,13.639,2017
K2-12 b,1065,6.04 Earths,12.38,2015
K2-130 b,385,2.1 Earths,12.676,2017
K2-131 b,497,6.3 Earths,12.129,2017
K2-132 b,1989,0.49 Jupiters,12.071,2017
K2-133 b,245,2.36 Earths,14.073,2017
K2-133 c,245,3.2 Earths,14.073,2017
K2-133 d,245,4.67 Earths,14.073,2017
K2-127 b,2316,0.167 Jupiters,15.041,2017
K2-128 b,374,2.6 Earths,12.58,2017
K2-129 b,91,1.12 Earths,13.639,2017
K2-12 b,1065,6.04 Earths,12.38,2015
K2-130 b,385,2.1 Earths,12.676,2017
K2-131 b,497,6.3 Earths,12.129,2017
K2-132 b,1989,0.49 Jupiters,12.071,2017
K2-133 b,245,2.36 Earths,14.073,2017
K2-133 c,245,3.2 Earths,14.073,2017
K2-133 d,245,4.67 Earths,14.073,2017
K2-127 b,2316,0.167 Jupiters,15.041,2017
K2-128 b,374,2.6 Earths,12.58,2017
K2-129 b,91,1.12 Earths,13.639,2017
K2-12 b,1065,6.04 Earths,12.38,2015
K2-130 b,385,2.1 Earths,12.676,2017
K2-131 b,497,6.3 Earths,12.129,2017
K2-132 b,1989,0.49 Jupiters,12.071,2017
K2-133 b,245,2.36 Earths,14.073,2017
K2-133 c,245,3.2 Earths,14.073,2017
K2-133 d,245,4.67 Earths,14.073,2017
K2-133 e,245,3.64 Earths,14.073,2019
K2-136 b,193,0.937 Earths,11.101,2017
K2-136 c,193,8.8 Earths,11.101,2017
K2-136 d,193,2.7 Earths,11.101,2017
K2-137 b,323,0.5 Jupiters,15.94,2017
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-140 b,1135,1.019 Jupiters,12.727,2017
K2-141 b,202,5.08 Earths,11.454,2018
K2-141 c,202,7.4 Earths,11.454,2018
K2-146 b,259,5.77 Earths,16.7,2018
K2-146 c,259,7.49 Earths,16.7,2019
K2-147 b,295,2.48 Earths,14.044,2018
K2-148 b,406,2.33 Earths,13.627,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-161 b,2989,31.1 Earths,12.718,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
